Date,Course,Time,RaceCode,RaceType,SubType,Runners,Distance,Going,Class,Saddle,Draw,FormLine,Name,Age,Sex,Headgear,FirstGear,GearOn,CD,Gambled,BeatFav,LastRan,LastWon,RunsSince,HcapCount,Type,RunStyle,OR,Last_OR,HWM,LastWM,Form,Speed,Odds,OddsPos,DecOdds,MinOdds,MaxOdds,AvgOdds,Wins,Runs,HCrsWin,HCrsRun,HCrsStrk,HGngWin,HGngRun,HGngStrk,DistChange,HDisWin,HDisRun,HDisStrk,ClassChange,HClassWin,HClassRun,HClassStrk,HTotPrize,Trainer,TCrseWin,TCrseRun,TCrseStrk,TRTypeWin,TRTypeRun,TRTypeStrk,T14Win,T14Run,T14Strk,T30Win,T30Run,T30Strk,T60Win,T60Run,T60Strk,TJWin,TJRun,TJStrk,Jockey,JCrseWin,JCrseRun,JCrseStrk,JRTypeWin,JRTypeRun,JRTypeStrk,J14Win,J14Run,J14Strk,J30Win,J30Run,J30Strk,J60Win,J60Run,J60Strk,Owner,OCrseWin,OCrseRun,OCrseStrk,ORTypeWin,ORTypeRun,ORTypeStrk,O14Win,O14Run,O14Strk,O30Win,O30Run,O30Strk,O60Win,O60Run,O60Strk,Sire,SCrseWin,SCrseRun,SCrseStrk,SRTypeWin,SRTypeRun,SRTypeStrk,S14Win,S14Run,S14Strk,S30Win,S30Run,S30Strk,S60Win,S60Run,S60Strk,LastPerf,LastPerf_2,Fitness,Ability,Conditions,Vibes,Market,Rank,Travel,Shortlist,Tip,Position,Casualty,Status,RaceComment,WellHcap,FormRate,TForm,JForm
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,1,6,22,Mutiny (IRE),2,F,,N,,,,N,24,0,999,0,unexposed,Unknown,0,0,,0,74,1,5/4,1,2.2,2.14,2.26,2.2,0,2,0,0,0,0,1,0,UP,0,1,0,DOWN,0,0,0,6689,Mrs John Harrington,8,100,8,105,820,12.8,2,43,4.65,4,84,4.76,14,179,7.82,53,407,13.02,Shane Foley,5,82,6.1,124,1110,11.17,4,37,10.81,6,86,6.98,22,187,0,It's All About The Girls,0,0,0,4,17,23.53,0,0,0,0,2,0,0,4,0,Sepoy (AUS),0,1,0,108,1282,8.42,2,30,6.67,7,65,10.77,19,152,12.5,1,2,1,2,2,1,2,1,,N,Y,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,2,12,,Eye Smiling (IRE),2,F,,N,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,66/1,9,95,60,85,80,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Paul Nolan,1,29,3.45,0,8,0,0,1,0,0,5,0,0,11,0,0,0,0,Andrew Slattery,4,38,10.53,45,506,8.89,3,32,9.38,7,66,10.61,17,129,0,Paul Nolan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Equiano (FR),1,10,10,164,1759,9.32,3,44,6.82,8,81,9.88,20,173,11.56,0,0,3,3,2,3,3,7,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,3,14,76,Lustown Baba (IRE),2,F,,N,,,,N,24,0,999,0,unexposed,Unknown,0,0,,0,60,0,13/1,5,13.5,13.5,13.5,13.5,0,2,0,0,0,0,0,0,UP,0,1,0,DOWN,0,1,0,216,W McCreery,4,43,9.3,46,506,9.09,1,18,5.56,2,41,4.88,5,82,6.1,2,33,6.06,Leigh Roche,1,33,3.03,44,672,6.55,1,30,3.33,2,47,4.26,3,100,0,Back Road Syndicate,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,Alhebayeb (IRE),0,6,0,25,524,4.77,2,23,8.7,2,39,5.13,5,98,5.1,2,3,1,2,2,2,2,4,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,4,7,,Predictability (IRE),2,F,,N,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,100/1,10,100,38,100,82.18,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Eamonn O'Connell,0,10,0,2,44,4.55,0,1,0,0,2,0,0,9,0,2,8,25,Declan McDonogh,7,52,13.46,82,708,11.58,3,27,11.11,5,52,9.62,5,74,0,Deemah Partnership,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acclamation (GB),1,25,4,241,2561,9.41,5,55,9.09,12,116,10.34,28,261,10.73,0,0,3,3,2,3,3,7,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,5,2,948,Red Lark (IRE),2,F,,N,,,,N,16,0,999,0,unexposed,Unknown,73,0,,0,72,98,9/2,2,5.6,5.6,5.6,5.6,0,3,0,0,0,0,0,0,SAME,0,1,0,DOWN,0,2,0,739,J P Murtagh,3,23,13.04,57,518,11,3,32,9.38,8,58,13.79,15,104,14.42,5,24,20.83,Colin Keane,12,78,15.38,175,1229,14.24,10,46,21.74,16,90,17.78,31,194,0,Mrs Sonia Rogers,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,Epaulette (AUS),0,7,0,78,934,8.35,2,25,8,5,65,7.69,11,144,7.64,2,2,1,2,2,2,2,2,,N,N,,,Runner,,negative,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,6,10,3,Madaket Mystery (IRE),2,F,,N,,,G,N,18,0,999,0,unexposed,Unknown,0,0,,0,79,0,7/1,4,7.8,7.4,8.4,8.12,0,1,0,0,0,0,1,0,DOWN,0,0,0,DOWN,0,0,0,1703,Jack W Davison,0,7,0,2,85,2.35,0,3,0,0,9,0,0,23,0,3,24,12.5,Gary Halpin,1,28,3.57,16,435,3.68,0,16,0,0,31,0,0,58,0,Grey Lady Racing Syndicate,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Camacho (GB),0,19,0,141,1673,8.43,2,58,3.45,5,120,4.17,16,259,6.18,2,0,1,2,2,2,2,3,,N,N,,,Runner,,empty,positive,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,7,5,0,Miss Cunning (IRE),2,F,,N,,,,N,8,0,999,0,unexposed,Unknown,0,0,,0,50,0,50/1,8,55,55,55,55,0,1,0,0,0,0,1,0,SAME,0,1,0,SAME,0,1,0,0,Kevin Prendergast,0,8,0,14,178,7.87,0,6,0,0,12,0,2,29,6.9,12,101,11.88,Chris Hayes,5,67,7.46,102,1082,9.43,4,40,10,10,85,11.76,18,178,0,Norman Ormiston,0,1,0,0,12,0,0,1,0,0,2,0,0,3,0,Sir Prancealot (IRE),0,4,0,120,1035,11.59,3,28,10.71,5,61,8.2,10,130,7.69,3,0,2,3,2,3,3,7,,N,N,,,Runner,,empty,negative,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,8,8,0,Rock Chica (IRE),2,F,,N,,,,N,13,0,999,0,unexposed,Unknown,0,0,,0,51,0,100/1,12,140,100,140,126.67,0,1,0,0,0,0,0,0,DOWN,0,0,0,UP,0,0,0,0,Thomas Mullins,3,31,9.68,11,137,8.03,2,10,20,3,26,11.54,6,44,13.64,3,5,60,J M Sheridan,0,5,0,10,108,9.26,4,25,16,6,35,17.14,8,54,12.5,Mrs Helen Mullins,1,19,5.26,6,87,6.9,2,9,22.22,2,18,11.11,4,32,12.5,Rock Of Gibraltar (IRE),1,24,4.17,111,1306,8.5,2,18,11.11,5,44,11.36,12,99,12.12,3,0,2,3,2,3,3,7,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,9,1,8,Slade Express (IRE),2,F,,N,,,,N,18,0,999,0,unexposed,Unknown,0,0,,0,68,0,33/1,7,36,36,36,36,0,1,0,0,0,0,1,0,DOWN,0,0,0,DOWN,0,0,0,0,Leonard Paul Flynn,0,2,0,0,8,0,0,0,0,0,2,0,0,4,0,0,3,0,Killian Leonard,5,51,9.8,39,634,6.15,0,22,0,0,43,0,3,95,0,Thomas John Kelly,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,Slade Power (IRE),1,14,7.14,58,618,9.39,3,32,9.38,6,60,10,14,125,11.2,3,0,2,3,2,3,3,7,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,10,11,86,Cara's Company,2,F,,N,,,,N,18,0,999,0,unexposed,Unknown,0,0,,0,61,0,14/1,6,15,15,15,15,0,2,0,0,0,0,1,0,DOWN,0,1,0,DOWN,0,1,0,189,Mark Michael McNiff,0,0,0,3,45,6.67,0,6,0,1,14,7.14,4,29,13.79,0,13,0,Conor Hoban,0,25,0,16,448,3.57,0,16,0,1,29,3.45,2,63,0,John Joseph Gerrard & Leo Matheson & James F Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Company (IRE),1,25,4,119,1406,8.46,3,30,10,5,61,8.2,13,148,8.78,2,3,1,2,2,2,2,5,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,11,4,0,Elusive Spirit (IRE),2,F,,N,,,,N,30,0,999,0,unexposed,Unknown,0,0,,0,15,0,150/1,14,210,210,210,210,0,1,0,1,0,0,0,0,SAME,0,1,0,UP,0,0,0,0,J R Barry,0,9,0,0,7,0,1,1,100,1,3,33.33,1,7,14.29,1,4,25,Rory Cleary,0,39,0,26,655,3.97,1,31,3.23,1,59,1.69,4,121,0,Bruno Schickedanz,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,Lawman (FR),2,18,11.11,140,1642,8.53,2,32,6.25,2,73,2.74,10,168,5.95,3,0,2,3,2,3,3,7,,N,N,,,Runner,,empty,negative,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,12,9,4,Gold Brocade (IRE),2,F,,N,,,,N,115,0,999,0,unexposed,Unknown,0,0,,0,83,1,5/1,3,6.2,6.2,6.2,6.2,0,1,0,0,0,0,1,0,UP,0,1,0,SAME,0,1,0,609,K J Condon,0,15,0,17,210,8.1,2,6,33.33,2,14,14.29,4,27,14.81,5,51,9.8,N G McCullagh,3,47,6.38,38,664,5.72,2,31,6.45,5,56,8.93,8,103,25,Tan Kai Chah,0,1,0,3,19,15.79,0,1,0,0,2,0,1,4,25,Dragon Pulse (IRE),1,6,16.67,95,920,10.33,1,35,2.86,3,60,5,9,133,6.77,2,0,3,2,2,2,2,6,,N,N,,,Runner,,empty,positive,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,13,3,,Mrs Munnelly (IRE),2,F,t,Y,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,150/1,13,150,100,150,133.89,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Paul W Flynn,1,13,7.69,1,57,1.75,0,3,0,1,10,10,1,23,4.35,0,1,0,Joe Doyle,0,2,0,4,65,6.15,2,14,14.29,3,24,12.5,4,50,0,C Munnelly,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,Dandy Man (IRE),4,33,12.12,265,2576,10.29,10,79,12.66,18,161,11.18,38,352,10.8,0,0,3,3,2,3,3,7,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,CORK,2:05,FLT,MAIDEN,FillyMdnFlt,14,6,Yielding,5,14,13,S,Unconscious Mind (IRE),2,F,,N,,,,N,45,0,999,0,unexposed,Unknown,0,0,,0,21,2,100/1,10,100,100,120,105.42,0,1,0,1,0,0,0,0,SAME,0,1,0,UP,0,0,0,0,J F Levins,2,11,18.18,10,123,8.13,0,3,0,0,8,0,0,19,0,0,10,0,Wayne Lordan,2,55,3.64,47,813,5.78,1,26,3.85,3,55,5.45,4,125,0,The MBS Dream Partnership,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Dream Ahead (USA),0,13,0,115,1204,9.55,0,27,0,10,74,13.51,24,154,15.58,3,0,3,3,2,3,3,7,,N,N,,,Runner,,empty,negative,C,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,1,9,,No Speed Limit (FR),4,G,,N,,,,N,182,0,999,0,a debutant,Unknown,76,0,,0,68,0,50/1,19,50,18,50,39,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Aidan F Fogarty,0,8,0,5,56,8.93,0,5,0,0,11,0,0,26,0,2,12,16.67,Shane Crosse,1,19,5.26,44,430,10.23,4,19,21.05,6,37,16.22,7,87,2.63,Mrs Theresa Marnane,0,4,0,12,137,8.76,1,7,14.29,1,13,7.69,1,38,2.63,Elusive City (USA),0,1,0,32,525,6.1,2,11,18.18,2,18,11.11,4,48,8.33,0,0,3,3,2,3,3,18,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,2,3,614838,Aleef (IRE),6,G,t,N,,D,,N,3,87,4,36,a sleeper,Unknown,74,76,79,78,87,107,11/1,9,11.5,11.5,11.5,11.5,6,40,0,0,0,1,9,11.11,SAME,1,19,5.26,DOWN,0,1,0,55747,K J Condon,0,15,0,17,210,8.1,2,6,33.33,2,14,14.29,4,27,14.81,8,59,13.56,W J Lee,9,61,14.75,95,915,10.38,1,12,8.33,5,48,10.42,17,119,0,Cinco Partnership,0,0,0,2,11,18.18,0,1,0,0,3,0,0,3,0,Kodiac (GB),5,31,16.13,438,4047,10.82,7,97,7.22,20,212,9.43,58,484,11.98,2,1,1,2,2,3,2,7,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,3,6,231534,Art Of Unity,4,G,,N,,D,,N,11,80,3,23,in form,Unknown,71,71,67,67,76,24,11/1,9,11.5,11.5,11.5,11.5,2,28,0,1,0,0,8,0,SAME,2,17,11.76,SAME,0,14,0,17018,John James Feane,0,15,0,20,258,7.75,1,14,7.14,1,24,4.17,2,36,5.56,2,15,13.33,Ben Coen,2,32,6.25,41,569,7.21,3,32,9.38,6,64,9.38,10,105,0,D A Lynch,0,2,0,2,28,7.14,0,3,0,0,5,0,0,6,0,Mazameer (IRE),0,1,0,7,136,5.15,0,4,0,0,8,0,0,13,0,1,1,1,2,2,3,2,7,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,4,20,037900,Dash D'or (IRE),6,M,,N,,D,,N,24,119,7,24,exposed,Unknown,71,78,71,71,79,82,18/1,15,19,19,19,19,4,27,0,2,0,1,6,16.67,SAME,3,12,25,DOWN,2,12,16.67,28483,Kieran P Cotter,0,5,0,8,91,8.79,1,6,16.67,1,10,10,2,29,6.9,2,21,9.52,Conor Hoban,0,25,0,16,448,3.57,0,16,0,1,29,3.45,2,63,0,D J Mooney,0,4,0,5,52,9.62,0,1,0,0,4,0,0,13,0,Le Cadre Noir (IRE),1,5,20,9,95,9.47,0,1,0,0,5,0,1,16,6.25,2,2,1,2,3,3,2,11,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,5,12,0-77080,So Familiar (IRE),3,F,,N,,C,,N,39,363,7,9,a sleeper,Unknown,70,74,70,70,82,26,13/1,13,14.5,14.5,14.5,14.5,1,13,1,2,50,0,7,0,DOWN,0,4,0,SAME,1,7,14.29,10095,J P Murtagh,3,23,13.04,57,518,11,3,32,9.38,8,58,13.79,15,104,14.42,10,128,7.81,N G McCullagh,3,47,6.38,38,664,5.72,2,31,6.45,5,56,8.93,8,103,14.29,Fitzwilliam Racing 2018,1,5,20,7,72,9.72,0,1,0,1,3,33.33,1,7,14.29,Zoffany (IRE),7,53,13.21,211,2075,10.17,7,67,10.45,14,136,10.29,30,266,11.28,3,3,3,2,3,3,2,15,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,6,7,696860,It's All A Joke (IRE),4,G,,N,,D,,N,11,227,6,24,a sleeper,Unknown,69,74,74,74,71,83,40/1,18,42,19,40,20.05,4,31,0,1,0,0,2,0,SAME,3,18,16.67,SAME,0,8,0,6717,Adrian McGuinness,1,30,3.33,26,424,6.13,3,23,13.04,6,45,13.33,7,85,8.24,10,84,11.9,Colin Keane,12,78,15.38,175,1229,14.24,10,46,21.74,16,90,17.78,31,194,0,Mark Devlin & Shamrock Thoroughbreds,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,Dandy Man (IRE),4,33,12.12,265,2576,10.29,10,79,12.66,18,161,11.18,38,352,10.8,3,2,2,3,2,3,3,18,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,7,13,0-62110,Hiella (IRE),3,F,,N,,D,,(BF),45,53,1,1,unexposed,Unknown,68,69,,0,71,113,10/1,7,11,10,11,10.18,2,6,0,1,0,2,3,66.67,SAME,2,4,50,SAME,0,4,0,20787,J P Murtagh,3,23,13.04,57,518,11,3,32,9.38,8,58,13.79,15,104,14.42,22,119,18.49,Shane Foley,5,82,6.1,124,1110,11.17,4,37,10.81,6,86,6.98,22,187,50,Martin McHale,0,1,0,4,21,19.05,0,0,0,0,0,0,2,4,50,Society Rock (IRE),0,6,0,138,1298,10.63,6,38,15.79,12,80,15,21,167,12.57,3,1,3,1,2,2,2,9,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,8,5,06000-1,Mister Trader,5,G,t,N,,CD,,N,30,30,0,6,in form,Leads,68,65,65,65,68,0,6/1,1,7.2,7.2,7.2,7.2,2,12,1,1,100,1,7,14.29,SAME,2,11,18.18,SAME,2,4,50,22951,D J Bunyan,1,11,9.09,4,120,3.33,0,7,0,1,12,8.33,1,22,4.55,2,44,4.55,Leigh Roche,1,33,3.03,44,672,6.55,1,30,3.33,2,47,4.26,3,100,11.11,Straight To Victory Syndicate,1,6,16.67,3,58,5.17,0,1,0,1,4,25,1,9,11.11,Hellvelyn (GB),1,2,50,32,485,6.6,1,9,11.11,2,17,11.76,3,39,7.69,1,3,1,1,2,1,2,1,,N,Y,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,9,4,121000,Powersville (IRE),4,F,,N,,D,,N,24,69,3,18,a sleeper,Unknown,68,69,62,62,70,102,13/1,12,13.5,13.5,13.5,13.5,4,24,0,1,0,2,14,14.29,SAME,1,7,14.29,SAME,2,12,16.67,45070,Thomas Mullins,3,31,9.68,11,137,8.03,2,10,20,3,26,11.54,6,44,13.64,0,0,0,Paddy Harnett,0,2,0,3,54,5.56,2,16,12.5,2,22,9.09,4,36,12.5,Mrs Helen Mullins,1,19,5.26,6,87,6.9,2,9,22.22,2,18,11.11,4,32,12.5,Frozen Power (IRE),0,6,0,35,499,7.01,0,8,0,0,18,0,2,41,4.88,2,3,1,2,3,3,2,10,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,10,16,714003,Compton's Finale,3,G,t,N,,D,,N,45,71,4,11,in form,Unknown,66,65,60,60,68,100,9/1,5,10,10,10,10,1,19,0,1,0,1,5,20,SAME,1,13,7.69,SAME,1,9,11.11,8894,Adrian Paul Keatley,0,14,0,13,208,6.25,0,2,0,0,7,0,0,21,0,0,0,0,Ronan Whelan,4,67,5.97,67,780,8.59,3,44,6.82,4,73,5.48,10,140,0,Ontoawinner Syndicate,0,2,0,2,22,9.09,0,0,0,0,0,0,0,3,0,Compton Place (GB),0,1,0,63,838,7.52,2,9,22.22,2,27,7.41,2,75,2.67,1,2,2,1,2,2,2,5,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,11,8,963154,Drumquina (IRE),3,F,,N,,,,N,27,69,2,2,unexposed,Unknown,66,69,,0,69,59,10/1,7,11,11,11,11,1,6,0,0,0,0,2,0,DOWN,0,1,0,SAME,1,4,25,8956,J A Stack,3,25,12,26,330,7.88,1,9,11.11,1,21,4.76,3,45,6.67,8,44,18.18,Andrew Slattery,4,38,10.53,45,506,8.89,3,32,9.38,7,66,10.61,17,129,0,Mrs Jane Rowlinson,0,0,0,1,5,20,0,0,0,0,1,0,0,2,0,Holy Roman Emperor (IRE),1,19,5.26,170,1838,9.25,3,40,7.5,4,81,4.94,8,150,5.33,2,2,1,2,2,2,2,4,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,12,18,224302,Miacomet (IRE),3,F,,N,,,,N,3,0,999,12,in form,Unknown,65,65,,0,70,109,7/1,4,7.8,7.4,7.8,7.42,0,20,0,2,0,0,8,0,DOWN,0,3,0,SAME,0,16,0,13098,Jack W Davison,0,7,0,2,85,2.35,0,3,0,0,9,0,0,23,0,0,7,0,Tom Madden,4,26,15.38,31,411,7.54,1,21,4.76,2,43,4.65,2,77,0,Mrs Paula Davison,0,2,0,0,18,0,0,1,0,0,2,0,0,6,0,Dandy Man (IRE),4,33,12.12,265,2576,10.29,10,79,12.66,18,161,11.18,38,352,10.8,1,3,1,1,1,2,2,2,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,13,15,2-50200,Wild Bob Cat (IRE),3,F,tp,N,,,,N,80,0,999,5,unexposed,Unknown,60,62,,0,64,0,21/1,16,22,22,23,22.96,0,10,0,0,0,0,2,0,SAME,0,6,0,SAME,0,6,0,2052,Henry De Bromhead,2,57,3.51,6,112,5.36,1,9,11.11,4,33,12.12,9,73,12.33,4,46,8.7,Wayne Lordan,2,55,3.64,47,813,5.78,1,26,3.85,3,55,5.45,4,125,0,Mrs Heather de Bromhead,0,7,0,1,29,3.45,0,1,0,0,2,0,0,2,0,Big Bad Bob (IRE),2,25,8,104,1212,8.58,1,19,5.26,2,41,4.88,6,94,6.38,3,3,3,3,2,3,3,16,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,14,2,013306,Face Off (CAN),4,F,,N,,D,,N,39,115,4,11,improving,Unknown,59,60,51,51,64,108,14/1,14,15,15,15,15,1,14,0,1,0,1,8,12.5,DOWN,1,3,33.33,SAME,1,11,9.09,9602,Charles O'Brien,0,14,0,7,126,5.56,1,7,14.29,1,10,10,1,24,4.17,5,70,7.14,Declan McDonogh,7,52,13.46,82,708,11.58,3,27,11.11,5,52,9.62,5,74,0,Painestown Syndicate,0,11,0,1,52,1.92,0,4,0,0,6,0,0,15,0,Mizzen Mast (USA),0,3,0,20,205,9.76,2,4,50,3,9,33.33,3,23,13.04,2,3,2,3,1,3,2,14,,N,N,,,Runner,,neutral,negative,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,15,17,071448,Bahlwan,4,G,t,N,,D,,(BF),34,67,3,14,improving,Unknown,58,58,51,51,63,110,9/1,5,10,10,10,10,2,17,0,0,0,0,4,0,SAME,2,13,15.38,SAME,2,12,16.67,9579,Denis Gerard Hogan,9,90,10,35,443,7.9,5,35,14.29,8,69,11.59,16,164,9.76,9,80,11.25,J M Sheridan,0,5,0,10,108,9.26,4,25,16,6,35,17.14,8,54,0,Platinum Thoroughbred Racing Club,0,0,0,2,14,14.29,0,1,0,0,2,0,0,6,0,Bahamian Bounty (GB),0,2,0,67,797,8.41,2,9,22.22,2,19,10.53,2,48,4.17,2,1,2,2,1,2,2,6,,N,N,,,Runner,,neutral,negative,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,16,10,884020,May Remain,4,G,,N,,D,,N,100,798,19,18,in form,Unknown,58,58,,0,67,90,12/1,11,13,13,13,13,2,25,0,0,0,1,8,12.5,SAME,2,19,10.53,SAME,0,8,0,17708,P J F Murphy,0,3,0,4,81,4.94,0,4,0,0,8,0,0,13,0,5,31,16.13,Chris Hayes,5,67,7.46,102,1082,9.43,4,40,10,10,85,11.76,18,178,0,Mrs Diane Murphy,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mayson (GB),0,8,0,148,1304,11.35,3,28,10.71,8,61,13.11,19,149,12.75,3,1,2,2,1,3,2,12,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,17,19,9802-00,Mi Esperanza (IRE),3,F,,N,,,,N,24,0,999,3,unexposed,Rear,56,57,,0,60,1,13/2,2,7.4,7.4,7.4,7.4,0,8,0,1,0,0,1,0,SAME,0,2,0,SAME,0,5,0,1859,A Kinsella,0,1,0,0,15,0,0,0,0,0,1,0,0,2,0,0,0,0,Mark Gallagher,0,14,0,5,230,2.17,0,7,0,0,15,0,0,51,0,E Garcia,0,1,0,0,9,0,0,0,0,0,1,0,0,1,0,Dandy Man (IRE),4,33,12.12,265,2576,10.29,10,79,12.66,18,161,11.18,38,352,10.8,2,2,1,2,2,2,2,3,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,18,11,90-1909,Talk Now (IRE),4,F,,N,,,,N,39,113,3,14,improving,Rear,47,51,45,45,49,46,50/1,20,55,55,55,55,1,20,0,1,0,1,5,20,DOWN,0,0,0,SAME,1,15,6.67,8152,Thomas Cleary,0,2,0,5,84,5.95,0,4,0,0,4,0,0,17,0,4,68,5.88,Rory Cleary,0,39,0,26,655,3.97,1,31,3.23,1,59,1.69,4,121,0,Lios Dearg Rangers Partnership,0,8,0,2,59,3.39,0,1,0,0,1,0,0,5,0,Finjaan (GB),0,1,0,12,192,6.25,0,5,0,0,9,0,1,21,4.76,2,3,2,3,2,3,3,18,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,CORK,2:35,FLT,HANDICAP,HCapFlt,20,5,Yielding,6,19,1,80-8980,Gillabbey Rock (IRE),4,F,t,N,,,,N,34,0,999,9,exposed,Unknown,45,45,,0,41,0,13/2,3,7.6,7.6,7.6,7.6,0,13,0,1,0,0,3,0,SAME,0,6,0,SAME,0,9,0,0,Eamonn O'Connell,0,10,0,2,44,4.55,0,1,0,0,2,0,0,9,0,0,4,0,Alan Persse,0,18,0,8,233,3.43,0,12,0,1,24,4.17,2,51,0,Mrs A O'Connell,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,Rock Of Gibraltar (IRE),1,24,4.17,111,1306,8.5,2,18,11.11,5,44,11.36,12,99,12.12,3,2,3,2,3,2,2,13,,N,N,,,Runner,,neutral,negative,N,N
