Date,Course,Time,RaceCode,RaceType,SubType,Runners,Distance,Going,Class,Saddle,Draw,FormLine,Name,Age,Sex,Headgear,FirstGear,GearOn,CD,Gambled,BeatFav,LastRan,LastWon,RunsSince,HcapCount,Type,RunStyle,OR,Last_OR,HWM,LastWM,Form,Speed,Odds,OddsPos,DecOdds,MinOdds,MaxOdds,AvgOdds,Wins,Runs,HCrsWin,HCrsRun,HCrsStrk,HGngWin,HGngRun,HGngStrk,DistChange,HDisWin,HDisRun,HDisStrk,ClassChange,HClassWin,HClassRun,HClassStrk,HTotPrize,Trainer,TCrseWin,TCrseRun,TCrseStrk,TRTypeWin,TRTypeRun,TRTypeStrk,T14Win,T14Run,T14Strk,T30Win,T30Run,T30Strk,T60Win,T60Run,T60Strk,TJWin,TJRun,TJStrk,Jockey,JCrseWin,JCrseRun,JCrseStrk,JRTypeWin,JRTypeRun,JRTypeStrk,J14Win,J14Run,J14Strk,J30Win,J30Run,J30Strk,J60Win,J60Run,J60Strk,Owner,OCrseWin,OCrseRun,OCrseStrk,ORTypeWin,ORTypeRun,ORTypeStrk,O14Win,O14Run,O14Strk,O30Win,O30Run,O30Strk,O60Win,O60Run,O60Strk,Sire,SCrseWin,SCrseRun,SCrseStrk,SRTypeWin,SRTypeRun,SRTypeStrk,S14Win,S14Run,S14Strk,S30Win,S30Run,S30Strk,S60Win,S60Run,S60Strk,LastPerf,LastPerf_2,Fitness,Ability,Conditions,Vibes,Market,Rank,Travel,Shortlist,Tip,Position,Casualty,Status,RaceComment,WellHcap,FormRate,TForm,JForm
2019-10-01,SEDGEFIELD,2:00,HDL,HANDICAP,HCapHdl,14,16,Good To Soft,5,12,0,6-77970,Newstart (IRE),8,G,,N,,,,N,13,514,10,21,a sleeper,Prominent,80,84,107,107,96,95,9/1,4,10,10,10,10,3,32,0,4,0,0,13,0,DOWN,0,8,0,SAME,1,8,12.5,22008,Katie Scott,0,4,0,2,58,3.45,0,5,0,0,8,0,3,16,18.75,0,0,0,Brian Hughes,40,140,28.57,163,919,17.74,6,17,35.29,12,35,34.29,27,77,0,The Bandits,0,2,0,0,12,0,0,1,0,0,1,0,0,1,0,Stowaway (GB),2,29,6.9,214,1849,11.57,2,9,22.22,8,32,25,11,66,16.67,3,3,2,2,2,2,2,4,,N,N,,,Runner,,positive,neutral,N,H
2019-10-01,SEDGEFIELD,2:00,HDL,HANDICAP,HCapHdl,14,16,Good To Soft,5,13,0,4U2455,Hey Bob (IRE),7,G,t,N,,,,N,33,209,6,45,a sleeper,Unknown,79,81,74,74,84,110,11/1,6,12.5,12.5,13,12.79,2,56,0,19,0,1,20,5,SAME,0,23,0,SAME,2,39,5.13,16455,Chris Grant,5,65,7.69,13,194,6.7,0,0,0,1,1,100,1,3,33.33,0,0,0,Thomas Dowson,6,43,13.95,31,263,11.79,0,2,0,0,6,0,1,13,0,Miss Alison P Lee & Chris Grant,0,8,0,2,21,9.52,0,0,0,0,0,0,0,1,0,Big Bad Bob (IRE),0,10,0,104,1212,8.58,1,19,5.26,2,41,4.88,6,94,6.38,1,2,2,2,3,3,2,9,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,SEDGEFIELD,2:00,HDL,HANDICAP,HCapHdl,14,16,Good To Soft,5,14,0,P-076-09,Carta Blanca (IRE),6,M,,N,,,,N,36,0,999,0,exposed,Unknown,75,0,,0,110,0,33/1,14,38,32,44,34.96,0,19,0,0,0,0,8,0,DOWN,0,1,0,DOWN,0,0,0,0,David Thompson,1,10,10,0,33,0,1,9,11.11,1,14,7.14,3,29,10.34,0,0,0,Charlotte Jones,1,2,50,5,47,10.64,0,0,0,0,0,0,1,3,0,Mrs J Snailum,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,Authorized (IRE),2,9,22.22,112,779,14.38,1,7,14.29,3,19,15.79,10,51,19.61,3,3,3,3,3,3,3,14,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,1,0,6/11,Jatiluwih (FR),5,G,,N,,D,,N,158,158,0,0,unexposed,Unknown,132,132,,0,132,111,1/3,1,1.34,1.32,1.32,1.32,2,3,0,0,0,1,1,100,SAME,1,1,100,SAME,2,2,100,9292,Philip Hobbs,2,4,50,98,581,16.87,0,6,0,2,15,13.33,3,24,12.5,14,55,25.45,Mr David Maxwell,0,1,0,6,21,28.57,0,0,0,0,0,0,0,0,0,David Maxwell Racing Limited,0,1,0,6,22,27.27,0,0,0,0,0,0,0,0,0,Linda's Lad (GB),0,1,0,18,143,12.59,0,1,0,1,4,25,1,7,14.29,1,1,1,1,1,1,2,1,,N,Y,,,Runner,,neutral,neutral,N,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,2,0,48-7421,Lord Roccoco (FR),4,G,,N,,,,N,100,100,0,0,unexposed,Midfield,122,0,,0,119,111,7/2,2,4.7,4.7,5,4.89,1,6,0,0,0,0,0,0,UP,0,1,0,UP,0,1,0,5181,Philip Kirby,8,42,19.05,47,365,12.88,0,11,0,0,25,0,1,46,2.17,27,199,13.57,Thomas Dowson,6,43,13.95,31,263,11.79,0,2,0,0,6,0,1,13,0,The Roccoco Partnership,0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,Shirocco (GER),1,7,14.29,74,861,8.59,1,5,20,2,17,11.76,3,40,7.5,1,1,1,1,2,2,2,2,,N,N,,,Runner,,negative,neutral,C,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,3,0,,Going Mobile (IRE),4,G,,N,,,,N,148,0,999,0,a debutant,Unknown,0,0,,0,0,0,22/1,3,23,22,23,22.25,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Sam England,5,37,13.51,12,132,9.09,0,4,0,0,7,0,5,20,25,24,181,13.26,Jonathan England,5,28,17.86,11,108,10.19,0,1,0,0,4,0,4,12,0,Cragg Wood Racing,0,2,0,0,6,0,0,2,0,0,4,0,0,8,0,Arcano (IRE),0,3,0,169,1487,11.37,5,30,16.67,6,73,8.22,11,146,7.53,0,0,3,3,2,3,3,4,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,4,0,53-4,Look Now,6,G,,N,,,,N,267,0,999,0,unexposed,Rear,0,0,,0,92,74,24/1,4,25,19,25,20.92,0,3,0,0,0,0,0,0,SAME,0,1,0,SAME,0,1,0,301,Russell Ross,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,Ross Chapman,6,40,15,33,337,9.79,0,5,0,0,8,0,2,14,0,R A Ross,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,Observatory (USA),0,0,0,2,58,3.45,0,1,0,0,2,0,0,4,0,3,3,3,3,2,3,3,3,,N,N,,,Runner,,empty,neutral,C,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,5,0,70,Reign Back Dancer (IRE),5,G,,N,,,,N,206,0,999,0,unexposed,Unknown,0,0,,0,0,0,100/1,5,100,100,100,100,0,2,0,0,0,0,1,0,SAME,0,0,0,SAME,0,0,0,0,George Bewley,1,21,4.76,5,105,4.76,0,1,0,0,1,0,0,2,0,7,157,4.46,Jonathon Bewley,1,21,4.76,4,96,4.17,0,1,0,0,1,0,0,2,100,Miss Maria D Myco,0,4,0,0,8,0,0,0,0,0,0,0,1,1,100,Jeremy (USA),1,3,33.33,112,1017,11.01,1,11,9.09,4,33,12.12,8,76,10.53,3,2,3,3,2,3,3,5,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,SEDGEFIELD,2:30,HDL,OTHER,Hdl,6,19,Good To Soft,4,6,0,PP7,Stormy Reception (IRE),5,M,,N,,,,N,220,0,999,0,unexposed,Unknown,0,0,,0,55,48,100/1,6,120,120,120,120,0,3,0,0,0,0,3,0,UP,0,0,0,SAME,0,3,0,0,Chris Grant,5,65,7.69,13,194,6.7,0,0,0,1,1,100,1,3,33.33,0,11,0,Henry Brooke,10,75,13.33,33,474,6.96,1,9,11.11,2,17,11.76,4,40,0,Mrs S Sunter,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,September Storm (GER),1,8,12.5,39,300,13,1,3,33.33,3,13,23.08,5,26,19.23,3,3,3,3,2,3,3,5,,N,N,,,Runner,,empty,negative,N,N
2019-10-01,SEDGEFIELD,3:00,CHS,OTHER,Chs,4,16,Good To Soft,4,1,0,01212U,Nietzsche,6,G,tp,N,,D,,N,13,63,2,1,in form,Unknown,135,135,,0,136,114,15/8,1,2.76,2.7,2.76,2.73,10,44,0,0,0,8,23,34.78,DOWN,2,2,100,SAME,1,3,33.33,19045,Brian Ellison,14,65,21.54,22,137,16.06,3,21,14.29,6,42,14.29,12,97,12.37,11,76,14.47,Henry Brooke,10,75,13.33,40,289,13.84,1,9,11.11,2,17,11.76,4,40,0,"D Gilbert, M Lawrence, A Bruce, G WIlls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poet's Voice (GB),0,4,0,176,1840,9.57,1,48,2.08,7,96,7.29,10,183,5.46,3,1,2,1,1,1,2,1,,N,Y,,,Runner,,neutral,positive,N,N
2019-10-01,SEDGEFIELD,3:00,CHS,OTHER,Chs,4,16,Good To Soft,4,2,0,510231,Tonto's Spirit,7,G,h,N,,CD,,N,38,38,0,1,exposed,Unknown,132,128,,0,134,116,2/1,2,2.94,2.92,2.94,2.93,10,38,1,3,33.33,6,19,31.58,DOWN,0,3,0,SAME,2,4,50,13279,Dianne Sayer,7,36,19.44,4,39,10.26,1,5,20,3,13,23.08,6,30,20,4,44,9.09,Conor O'Farrell,5,33,15.15,18,159,11.32,0,4,0,1,6,16.67,4,13,50,A Slack,2,11,18.18,3,12,25,0,0,0,0,0,0,1,2,50,Authorized (IRE),2,9,22.22,112,779,14.38,1,7,14.29,3,19,15.79,10,51,19.61,1,3,2,2,1,2,2,2,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,SEDGEFIELD,3:00,CHS,OTHER,Chs,4,16,Good To Soft,4,3,0,P09F-06,River Frost,7,G,,N,,D,,N,44,948,8,0,exposed,Unknown,132,137,,0,96,73,15/2,4,8.4,7.6,8.6,8.13,3,13,0,0,0,2,7,28.57,UP,0,0,0,SAME,0,1,0,450,Ben Haslam,3,16,18.75,10,55,18.18,3,15,20,6,26,23.08,11,48,22.92,18,81,22.22,Richie McLernon,4,24,16.67,33,258,12.79,0,5,0,2,16,12.5,7,31,15.15,John P McManus,5,27,18.52,159,1172,13.57,2,17,11.76,11,85,12.94,25,165,15.15,Silver Frost (IRE),0,0,0,7,85,8.24,0,0,0,0,1,0,1,11,9.09,3,3,3,3,2,3,2,4,,N,N,,,Runner,,negative,negative,H,N
2019-10-01,SEDGEFIELD,3:00,CHS,OTHER,Chs,4,16,Good To Soft,4,4,0,RR671-13,Saint Freule (FR),6,G,h,N,,D,,N,169,189,1,0,unexposed,Rear,124,0,,0,0,0,7/2,3,4.6,4.5,4.7,4.66,2,12,0,0,0,2,7,28.57,SAME,0,0,0,SAME,0,0,0,0,Lucinda Russell,1,2,50,37,277,13.36,3,26,11.54,4,38,10.53,4,45,8.89,21,219,9.59,Blair Campbell,1,4,25,4,49,8.16,1,11,9.09,1,13,7.69,1,14,0,Kenneth Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Des Saints (FR),0,3,0,74,479,15.45,0,6,0,1,11,9.09,1,17,5.88,1,1,1,3,2,3,2,3,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,1,0,113-112,I'm To Blame (IRE),6,G,h,N,,CD,,(BF),194,222,1,2,unexposed,Midfield,135,133,124,124,133,116,9/4,1,3.15,2.88,3.2,3.15,5,7,3,4,75,3,5,60,DOWN,1,1,100,DOWN,1,1,100,16164,Keith Dalgleish,8,37,21.62,34,177,19.21,8,76,10.53,13,115,11.3,35,239,14.64,43,153,28.1,Brian Hughes,40,140,28.57,163,919,17.74,6,17,35.29,12,35,34.29,27,77,17.5,Paul & Clare Rooney,4,14,28.57,44,215,20.47,2,9,22.22,2,16,12.5,7,40,17.5,Winged Love (IRE),6,15,40,70,593,11.8,1,2,50,2,6,33.33,3,10,30,1,1,1,1,1,2,2,2,,N,N,,,Runner,,neutral,neutral,N,H
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,2,0,638119,Lucky Icon (IRE),5,G,,N,,D,,(BF),41,60,1,12,exposed,Unknown,133,118,118,118,123,85,9/2,3,5.5,5.5,5.5,5.5,3,23,0,0,0,0,10,0,SAME,2,5,40,DOWN,0,0,0,72508,Philip Kirby,8,42,19.05,47,365,12.88,0,11,0,0,25,0,1,46,2.17,25,148,16.89,Adam Nicol,1,22,4.55,15,168,8.93,0,1,0,0,1,0,0,1,0,Mrs Jayne Sivills,0,1,0,5,29,17.24,0,0,0,0,0,0,0,1,0,Sixties Icon (GB),0,16,0,130,1233,10.54,4,27,14.81,6,44,13.64,15,109,13.76,3,1,3,3,3,3,2,6,,N,N,,,Runner,,negative,neutral,C,N
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,3,0,314R-45,Raise A Spark,9,G,h,N,,CD,,N,36,332,4,14,exposed,Midfield,127,124,119,119,137,0,13/1,6,13.5,13.5,13.5,13.5,7,38,1,7,14.29,2,16,12.5,SAME,1,8,12.5,SAME,0,5,0,26964,Donald McCain,16,104,15.38,105,748,14.04,1,9,11.11,3,23,13.04,10,76,13.16,11,125,8.8,Lorcan Murtagh,2,26,7.69,15,214,7.01,0,2,0,0,4,0,0,17,0,R Pattison & R Kent,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,Multiplex (GB),1,12,8.33,76,787,9.66,2,7,28.57,2,20,10,5,39,12.82,3,3,3,2,2,3,2,5,,N,N,,,Runner,,neutral,positive,N,C
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,4,0,007731,Prancing Oscar (IRE),5,G,,N,,,,N,29,40,0,0,improving,Unknown,117,0,,0,121,111,8/1,4,9.2,8.8,8.8,8.8,3,20,0,0,0,0,7,0,DOWN,0,1,0,UP,0,1,0,4761,Ben Haslam,3,16,18.75,10,42,23.81,3,15,20,6,26,23.08,11,48,22.92,18,81,22.22,Richie McLernon,4,24,16.67,17,328,5.18,0,5,0,2,16,12.5,7,31,33.33,Robert Brinkley,0,0,0,1,1,100,0,1,0,0,2,0,1,3,33.33,Sir Prancealot (IRE),0,0,0,120,1035,11.59,3,28,10.71,5,61,8.2,10,130,7.69,1,1,1,2,3,2,2,3,,N,N,,,Runner,,neutral,neutral,H,N
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,5,0,42414,Rukwa (FR),5,G,,N,,D,,N,45,71,1,0,unexposed,Unknown,117,117,,0,113,103,11/1,5,12,9.6,11.5,10.95,1,5,0,0,0,1,1,100,DOWN,1,2,50,UP,0,0,0,5836,Sam England,5,37,13.51,12,132,9.09,0,4,0,0,7,0,5,20,25,24,181,13.26,Jonathan England,5,28,17.86,11,108,10.19,0,1,0,0,4,0,4,12,0,"John Birtles, Gary Ellis , Gary Smith",0,0,0,1,5,20,0,0,0,0,0,0,0,1,0,Soldier Hollow (GB),0,2,0,35,357,9.8,1,5,20,1,12,8.33,2,29,6.9,2,1,2,2,2,3,2,4,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,SEDGEFIELD,3:30,HDL,HANDICAP,HCapHdl,6,16,Good To Soft,3,6,0,442641,Snookered (IRE),5,G,p,N,,CD,,N,26,26,0,5,in form,Unknown,115,109,109,109,116,112,5/2,2,3.55,3.25,3.6,3.48,4,37,1,2,50,2,16,12.5,SAME,1,5,20,SAME,1,2,50,10071,Brian Ellison,14,65,21.54,25,217,11.52,3,21,14.29,6,42,14.29,12,97,12.37,11,76,14.47,Henry Brooke,10,75,13.33,33,474,6.96,1,9,11.11,2,17,11.76,4,40,25,Brian Ellison Racing Club,2,13,15.38,7,36,19.44,1,3,33.33,3,6,50,4,16,25,Born To Sea (IRE),1,4,25,79,1092,7.23,2,34,5.88,4,70,5.71,14,153,9.15,1,2,1,2,1,1,2,1,,N,Y,,,Runner,,neutral,negative,N,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,1,0,484211,Murphy's Law (IRE),5,G,,N,,,,N,5,5,0,1,unexposed,Unknown,124,117,117,117,128,105,10/11,1,1.9,1.89,1.97,1.92,2,8,0,0,0,0,4,0,DOWN,0,0,0,SAME,1,1,100,6238,Keith Dalgleish,8,37,21.62,13,45,28.89,8,76,10.53,13,115,11.3,35,239,14.64,43,153,28.1,Brian Hughes,40,140,28.57,119,626,19.01,6,17,35.29,12,35,34.29,27,77,26.92,Straightline Bloodstock,3,15,20,4,26,15.38,2,8,25,2,12,16.67,7,26,26.92,Gold Well (GB),3,15,20,171,1400,12.21,3,19,15.79,3,36,8.33,7,67,10.45,1,1,1,1,2,1,2,1,,N,Y,,,Runner,,positive,neutral,N,H
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,2,0,822-150,Instant Replay (IRE),7,G,p,N,,CD,,N,159,263,2,9,exposed,Leads,122,123,117,117,126,106,15/2,3,8.4,7.8,8.6,8.19,3,17,3,6,50,3,10,30,UP,2,3,66.67,DOWN,2,5,40,22924,Brian Ellison,14,65,21.54,22,137,16.06,3,21,14.29,6,42,14.29,12,97,12.37,11,76,14.47,Henry Brooke,10,75,13.33,40,289,13.84,1,9,11.11,2,17,11.76,4,40,0,Phil & Julie Martin,4,14,28.57,5,50,10,0,0,0,0,0,0,0,0,0,Fruits Of Love (USA),7,15,46.67,35,366,9.56,2,8,25,2,11,18.18,2,27,7.41,3,3,2,2,1,2,2,3,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,3,0,P-70407,Inca Gold (IRE),5,G,,N,,,,N,29,311,6,1,unexposed,Prominent,115,111,,0,104,0,11/1,5,12,10.5,11.5,11.25,1,10,0,0,0,0,2,0,UP,0,0,0,UP,0,0,0,554,Ben Haslam,3,16,18.75,10,55,18.18,3,15,20,6,26,23.08,11,48,22.92,18,81,22.22,Richie McLernon,4,24,16.67,33,258,12.79,0,5,0,2,16,12.5,7,31,15.15,John P McManus,5,27,18.52,159,1172,13.57,2,17,11.76,11,85,12.94,25,165,15.15,Galileo (IRE),1,6,16.67,327,2399,13.63,5,42,11.9,17,109,15.6,41,248,16.53,3,3,2,2,2,3,2,5,,N,N,,,Runner,,negative,negative,H,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,4,0,313657/,Maxed Out King (IRE),11,G,,N,,CD,,N,651,868,4,8,a sleeper,Prominent,102,111,107,107,138,0,17/2,4,9.6,8.2,9.4,8.68,3,16,2,5,40,2,8,25,UP,1,1,100,SAME,3,7,42.86,14771,Sue Smith,11,67,16.42,37,280,13.21,0,0,0,0,0,0,0,3,0,52,338,15.38,Danny Cook,14,72,19.44,45,289,15.57,1,3,33.33,1,4,25,2,6,0,Mrs S Smith,2,34,5.88,6,78,7.69,0,0,0,0,0,0,0,3,0,Desert King (IRE),0,0,0,18,130,13.85,2,3,66.67,2,4,50,2,7,28.57,2,2,1,2,1,2,2,2,,N,N,,,Runner,,positive,positive,C,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,5,0,25P6P7-,No Such Number,11,G,t,N,,,,N,377,838,11,23,a sleeper,Leads,101,105,109,109,132,0,33/1,7,34,34,34,34,6,58,0,0,0,0,11,0,DOWN,0,0,0,SAME,1,16,6.25,20269,Maurice Barnes,3,47,6.38,10,140,7.14,0,4,0,0,5,0,0,7,0,0,4,0,Sam Coltherd,1,25,4,14,132,10.61,0,7,0,0,12,0,2,21,0,Miss Hazel Crichton,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,King's Best (USA),0,5,0,16,215,7.44,0,1,0,0,7,0,0,10,0,3,3,3,3,3,3,3,7,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,6,0,25-P3UU,Quick Brew,11,G,t,N,,CD,,N,122,504,12,26,exposed,Unknown,99,99,103,103,108,99,17/1,6,18.5,17.5,18,17.9,3,53,1,12,8.33,0,24,0,DOWN,1,3,33.33,UP,2,25,8,23235,Maurice Barnes,3,47,6.38,10,140,7.14,0,4,0,0,5,0,0,7,0,0,0,0,Ross Chapman,6,40,15,30,179,16.76,0,5,0,0,8,0,2,14,0,The Wizards,1,3,33.33,1,13,7.69,0,0,0,0,0,0,0,0,0,Denounce (GB),1,3,33.33,6,92,6.52,0,1,0,0,4,0,1,8,12.5,3,3,2,2,2,3,2,6,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,SEDGEFIELD,4:00,CHS,HANDICAP,HCapChs,7,19,Good To Soft,4,7,0,613162,Ringaringarosie (IRE),6,M,,N,,C,,(BF),29,108,2,14,in form,Unknown,91,91,85,85,95,103,6/1,2,6.8,6.4,7,6.73,2,18,1,8,12.5,1,10,10,UP,0,1,0,SAME,0,7,0,13462,Martin Todhunter,1,19,5.26,6,64,9.38,1,2,50,1,5,20,2,10,20,0,1,0,Danny McMenamin,3,16,18.75,4,26,15.38,0,7,0,2,15,13.33,3,22,0,G Fell & R V Brass,0,1,0,1,3,33.33,0,0,0,0,0,0,0,2,0,Stowaway (GB),2,29,6.9,214,1849,11.57,2,9,22.22,8,32,25,11,66,16.67,1,3,1,2,2,3,2,4,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,1,0,F-P2354,Squouateur (FR),8,G,p,N,,,,N,13,1319,22,6,exposed,Unknown,119,124,128,128,122,76,9/2,2,5.6,5.6,6,5.67,3,27,0,0,0,1,14,7.14,UP,0,0,0,DOWN,1,1,100,33541,Ben Haslam,3,16,18.75,10,42,23.81,3,15,20,6,26,23.08,11,48,22.92,18,81,22.22,Richie McLernon,4,24,16.67,17,328,5.18,0,5,0,2,16,12.5,7,31,15.15,John P McManus,5,27,18.52,229,1645,13.92,2,17,11.76,11,85,12.94,25,165,15.15,Martaline (GB),1,7,14.29,114,828,13.77,2,13,15.38,2,23,8.7,2,33,6.06,1,3,1,2,2,2,2,3,,N,N,,,Runner,,positive,positive,H,N
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,2,0,211833,Little Millie (IRE),7,M,v,N,,,,N,62,174,3,13,a sleeper,Unknown,117,117,111,111,117,109,11/1,6,11.5,11.5,11.5,11.5,2,19,0,0,0,0,9,0,UP,0,0,0,SAME,2,18,11.11,19061,George Bewley,1,21,4.76,5,105,4.76,0,1,0,0,1,0,0,2,0,7,157,4.46,Jonathon Bewley,1,21,4.76,4,96,4.17,0,1,0,0,1,0,0,2,0,Southdean Racing Club,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Milan (GB),0,21,0,275,2387,11.52,2,12,16.67,7,43,16.28,15,96,15.62,3,2,2,3,3,3,2,7,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,3,0,2513PP,Sporting Boy (IRE),11,G,t,N,,,,N,42,113,3,29,a sleeper,Unknown,117,118,124,114,116,104,15/2,4,8.4,8.2,8.4,8.27,10,55,0,0,0,3,15,20,UP,0,0,0,SAME,5,10,50,45310,Johnny Farrelly,1,4,25,21,258,8.14,0,5,0,1,14,7.14,1,28,3.57,0,3,0,Brian Hughes,40,140,28.57,163,919,17.74,6,17,35.29,12,35,34.29,27,77,6.25,Wayne Clifford,0,0,0,3,39,7.69,1,4,25,1,6,16.67,1,16,6.25,Barathea (IRE),0,2,0,3,55,5.45,0,0,0,0,0,0,0,2,0,3,3,3,2,2,3,2,6,,N,N,,,Runner,,positive,neutral,N,H
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,4,0,166953,Handy Hollow (IRE),6,G,,N,,,,N,26,119,5,21,in form,Unknown,108,109,106,106,108,103,11/2,3,6.4,6.4,6.4,6.4,3,25,0,6,0,2,6,33.33,SAME,0,3,0,DOWN,1,13,7.69,18773,Donald McCain,16,104,15.38,105,748,14.04,1,9,11.11,3,23,13.04,10,76,13.16,11,125,8.8,Lorcan Murtagh,2,26,7.69,15,214,7.01,0,2,0,0,4,0,0,17,0,Donald McCain Racing Club,2,7,28.57,8,36,22.22,0,0,0,0,1,0,0,3,0,Beat Hollow (GB),2,15,13.33,59,547,10.79,1,9,11.11,4,27,14.81,5,49,10.2,1,2,1,1,3,2,2,2,,N,N,,,Runner,,neutral,neutral,N,C
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,5,0,312221,Chanceiton (IRE),8,G,t,N,,,,N,5,5,0,7,exposed,Unknown,104,102,91,91,104,110,2/1,1,3.05,2.82,3.05,2.93,3,21,0,0,0,0,5,0,UP,0,0,0,UP,1,5,20,7955,Lucinda Russell,1,2,50,42,433,9.7,3,26,11.54,4,38,10.53,4,45,8.89,21,219,9.59,Blair Campbell,1,4,25,17,167,10.18,1,11,9.09,1,13,7.69,1,14,25,Peter J S Russell,0,0,0,1,14,7.14,1,2,50,1,3,33.33,1,4,25,Vinnie Roe (IRE),4,8,50,72,599,12.02,2,8,25,3,24,12.5,3,44,6.82,1,1,1,2,2,1,2,1,,N,Y,,,Runner,,neutral,negative,N,N
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,6,0,357-543,Simply Mani,7,G,p,N,,,,N,45,0,999,6,a sleeper,Rear,100,102,,0,104,105,8/1,5,9.2,9.2,10,9.53,0,11,0,0,0,0,3,0,UP,0,0,0,SAME,0,4,0,3940,Peter Niven,1,8,12.5,1,34,2.94,0,1,0,0,2,0,0,9,0,3,30,10,Henry Brooke,10,75,13.33,33,474,6.96,1,9,11.11,2,17,11.76,4,40,0,Mrs J A Niven & Angus Racing Club,0,2,0,0,13,0,0,0,0,0,0,0,0,1,0,Sulamani (IRE),2,10,20,66,644,10.25,0,10,0,1,16,6.25,5,31,16.13,2,1,2,2,2,3,2,4,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,SEDGEFIELD,4:30,HDL,HANDICAP,HCapHdl,7,27,Good To Soft,4,7,0,P36757,Nemean Lion (IRE),7,G,tb,N,,CD,,N,15,277,8,20,exposed,Unknown,89,97,102,102,105,107,11/1,6,11.5,11,11.5,11.03,4,34,2,4,50,1,7,14.29,UP,1,1,100,UP,3,17,17.65,22743,Philip Kirby,8,42,19.05,47,365,12.88,0,11,0,0,25,0,1,46,2.17,27,199,13.57,Thomas Dowson,6,43,13.95,31,263,11.79,0,2,0,0,6,0,1,13,0,The Well Oiled Partnership,1,2,50,3,22,13.64,0,0,0,0,1,0,0,3,0,Mahler (GB),5,34,14.71,162,1393,11.63,0,14,0,1,45,2.22,7,98,7.14,3,2,2,2,2,3,2,5,,N,N,,,Runner,,positive,neutral,C,N
